2.85495	-1.90512	-0.0922618
2.85495	-1.73916	-0.299413
3.04471	-1.63124	-0.299413
3.12883	-1.63124	-0.231611
3.12883	-1.79667	-0.0255294
2.98132	-1.90512	-0.0255294
3.12883	-1.8063	0.248354
3.02331	-1.90512	0.248354
3.12883	-1.74531	0.522237
2.9305	-1.90512	0.522237
2.85495	-1.90512	0.671349
3.12883	-1.68701	0.796121
2.85495	-1.87236	0.796121
3.12883	-1.63124	0.974653
3.08162	-1.63124	1.07
2.85495	-1.77019	1.07
2.94334	-1.63124	1.34389
2.85495	-1.68406	1.34389
2.85495	-1.63124	1.50183
3.12883	-1.45298	1.34389
3.12883	-1.35736	1.4141
2.919	-1.35736	1.61777
2.85495	-1.47009	1.61777
2.85495	-1.35736	1.65776
3.01716	-1.08347	1.61777
2.85495	-1.08347	1.80246
3.12816	-0.80959	1.61777
2.88744	-0.80959	1.89165
2.85495	-0.873915	1.89165
2.85495	-0.80959	1.9287
3.06424	-0.535707	1.89165
2.85495	-0.535707	2.12983
3.04337	-0.261823	1.89165
2.85495	-0.261823	2.10603
3.12883	-0.535707	1.81797
3.12883	-0.261823	1.79443
3.12883	0.0120602	1.84552
3.08831	0.0120602	1.89165
3.12883	0.130413	1.89165
2.85495	0.0120602	2.15738
3.12883	0.285944	2.04665
3.02438	0.285944	2.16554
2.85495	0.0557906	2.16554
2.85495	0.285944	2.33337
3.12883	0.437997	2.16554
3.12883	0.559827	2.40104
3.11612	0.559827	2.43942
2.85495	0.353211	2.43942
2.961	0.559827	2.7133
2.85495	0.511282	2.7133
2.85495	0.559827	2.78886
3.12883	0.743709	2.7133
3.12883	0.83371	2.77068
2.85495	0.83371	2.8362
3.12883	1.10759	2.79207
2.85495	1.10759	2.86563
3.12883	1.38108	2.7133
3.12575	1.38148	2.7133
2.85495	1.38148	2.86001
3.12883	1.38148	2.70087
3.12883	1.65536	2.50268
2.94361	1.65536	2.7133
2.85495	1.92924	2.5896
2.85495	1.69508	2.7133
3.12883	1.78468	2.43942
3.05381	1.92924	2.43942
2.85495	1.65536	2.74313
2.72563	1.65536	2.7133
2.58106	1.38148	2.81534
2.58106	1.60441	2.7133
2.58106	1.65536	2.69819
2.30718	1.65536	2.63507
2.30718	1.4779	2.7133
2.58106	1.92924	2.54467
2.30718	1.92924	2.49973
2.58106	2.12409	2.43942
2.30718	2.06926	2.43942
2.30718	2.20313	2.34621
2.58106	2.20313	2.39114
2.58106	2.44933	2.16554
2.30718	2.46377	2.16554
2.30718	2.47701	2.15631
2.58106	2.47701	2.10817
2.58106	2.61997	1.89165
2.30718	2.6748	1.89165
2.30718	2.75089	1.76875
2.58106	2.75089	1.6829
2.58106	2.77617	1.61777
2.30718	2.87272	1.61777
2.30718	3.02063	1.34389
2.58106	2.97811	1.34389
2.30718	3.02478	1.30176
2.58106	3.02478	1.25549
2.58106	3.07573	1.07
2.30718	3.1105	1.07
2.30718	3.14688	0.796121
2.58106	3.11184	0.796121
2.30718	3.11157	0.522237
2.58106	3.05861	0.522237
2.30718	3.12976	0.248354
2.58106	3.07707	0.248354
2.30718	3.03374	-0.0255294
2.58106	3.02478	0.0436101
2.41243	3.02478	-0.0255294
2.30718	3.02478	-0.034757
2.58106	2.98773	-0.0255294
2.58106	2.75089	-0.25167
2.45388	2.75089	-0.299413
2.30718	2.80827	-0.299413
2.30718	2.75089	-0.351702
2.30718	2.47701	-0.490249
2.58106	2.68363	-0.299413
2.58106	2.47701	-0.408137
2.30718	2.20313	-0.55551
2.58106	2.20313	-0.473666
2.58106	1.92924	-0.52074
2.35492	1.92924	-0.573296
2.30718	2.02005	-0.573296
2.30718	1.92924	-0.602584
2.30718	1.65536	-0.649657
2.55739	1.65536	-0.573296
2.30718	1.38148	-0.715186
2.58106	1.64506	-0.573296
2.58106	1.38148	-0.633075
2.58106	1.65536	-0.567813
2.85495	1.65536	-0.504157
2.85495	1.38148	-0.569418
2.83823	1.38148	-0.573296
2.85495	1.92924	-0.457083
3.12883	1.92924	-0.374972
3.12883	1.80019	-0.299413
3.06022	1.65536	-0.299413
3.12883	1.65536	-0.177048
3.12883	1.65175	-0.0255294
2.88504	1.38148	-0.0255294
2.93211	1.38148	-0.299413
3.12883	1.65536	0.124384
3.1073	1.65536	0.248354
2.90563	1.38148	0.248354
3.08269	1.65536	0.522237
2.99416	1.38148	0.522237
3.12883	1.38148	0.774323
3.12602	1.65536	0.796121
3.12883	1.40221	0.796121
3.12883	1.65536	0.819524
3.12883	1.68625	0.796121
3.23354	1.92924	0.796121
3.1961	1.92924	1.07
3.21455	1.65536	1.07
3.40271	1.65536	1.32075
3.16668	1.92924	1.34389
3.40271	1.67234	1.34389
3.40271	1.65536	1.49113
3.15598	1.92924	1.61777
3.3186	1.65536	1.61777
3.18192	1.92924	1.89165
3.25253	1.65536	1.89165
3.20064	1.92924	2.16554
3.26564	1.65536	2.16554
3.12883	1.92924	2.35423
3.18379	1.65536	2.43942
3.12883	2.08477	2.16554
2.85495	2.20313	2.36761
2.85495	2.15378	2.43942
2.99042	2.20313	2.16554
3.12883	2.20313	1.91827
2.85495	2.47701	1.89446
2.85495	2.34288	2.16554
3.12883	2.20567	1.89165
2.85695	2.47701	1.89165
3.12883	2.20313	1.73024
3.12228	2.20313	1.61777
2.9963	2.47701	1.61777
3.07761	2.20313	1.34389
3.02171	2.47701	1.34389
3.06985	2.20313	1.07
2.96314	2.47701	1.07
3.11693	2.20313	0.796121
2.9733	2.47701	0.796121
3.11586	2.20313	0.522237
2.961	2.47701	0.522237
3.12883	2.20313	0.314819
3.12883	2.2605	0.248354
3.05595	2.47701	0.248354
3.12883	2.47701	0.147921
3.12883	2.58467	-0.0255294
3.02679	2.75089	-0.0255294
